FHRSID,BusinessType,RatingValue,RatingDate,LocalAuthorityName,Hygiene,Structural,ConfidenceInManagement,Longitude,Latitude,Easting,Northing
1031799,Restaurant/Cafe/Canteen,5,2022-08-15,City of London Corporation,0.0,0.0,0.0,-0.077073,51.5132618,533530.0146199797,181123.0053858491
608736,Restaurant/Cafe/Canteen,5,2023-08-08,City of London Corporation,0.0,5.0,0.0,-0.087256,51.5109,532830.3395745059,180841.84100265504
585746,Restaurant/Cafe/Canteen,5,2024-07-15,City of London Corporation,0.0,0.0,0.0,-0.08129,51.514328,533234.310482725,181233.8816447081
294028,Takeaway/sandwich shop,5,2024-03-21,City of London Corporation,5.0,5.0,0.0,-0.082334,51.517268,533153.3034253358,181558.91328649968
294591,Takeaway/sandwich shop,5,2021-09-16,City of London Corporation,5.0,5.0,5.0,-0.085557,51.518777,532925.3043435779,181720.85658842378
841871,Takeaway/sandwich shop,5,2022-05-09,City of London Corporation,0.0,5.0,0.0,-0.103007,51.511596,531735.3938386431,180890.7867625939
294190,Takeaway/sandwich shop,5,2022-04-22,City of London Corporation,0.0,0.0,0.0,-0.089608,51.519437,532642.3437424251,181786.90117195557
1721347,Restaurant/Cafe/Canteen,5,2024-04-23,City of London Corporation,5.0,5.0,0.0,-0.078326,51.511456,533448.3514057631,180919.91239241493
1622094,Restaurant/Cafe/Canteen,5,2023-05-17,City of London Corporation,5.0,0.0,0.0,-0.0821018,51.5180923,533167.0093524777,181650.99918957875
294880,Takeaway/sandwich shop,5,2024-05-01,City of London Corporation,0.0,5.0,0.0,-0.103744,51.513983,531677.3745764878,181154.896565205
1207732,Takeaway/sandwich shop,5,2023-03-31,City of London Corporation,0.0,0.0,0.0,-0.1836856,51.6014882,525888.9653976702,190745.0745754657
556184,Restaurant/Cafe/Canteen,3,2024-09-02,City of London Corporation,10.0,10.0,10.0,-0.0926701,51.5211392,532424.9731986211,181970.6435365987
958282,Restaurant/Cafe/Canteen,5,2024-01-24,City of London Corporation,5.0,5.0,5.0,-0.0871779,51.5148288,532824.3342171608,181278.86973520857
1712261,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.076346,51.511936,533584.3342627393,180976.90155179286
293950,Pub/bar/nightclub,5,2023-10-31,City of London Corporation,0.0,5.0,0.0,-0.085031,51.512743,532979.3635749918,181050.822853247
1071746,Restaurant/Cafe/Canteen,5,2023-11-03,City of London Corporation,0.0,5.0,5.0,-0.089228,51.511634,532691.3734887566,180919.88770402252
1416531,Retailers - other,5,2021-08-11,City of London Corporation,0.0,0.0,0.0,-0.0843010023236275,51.5140190124512,533026.2985070912,181194.0437972563
817483,Takeaway/sandwich shop,5,2024-05-23,City of London Corporation,0.0,0.0,0.0,-0.0794625,51.514977,533359.2126433812,181309.3803425461
941472,Restaurant/Cafe/Canteen,5,2023-05-22,City of London Corporation,5.0,0.0,5.0,-0.108781,51.515547,531323.3904899365,181319.77215392923
293813,Takeaway/sandwich shop,4,2023-03-23,City of London Corporation,5.0,10.0,5.0,-0.084998,51.513202,532980.3170302319,181101.92418090597
1416533,Retailers - other,5,2021-08-11,City of London Corporation,0.0,0.0,5.0,-0.0812739,51.5124134,533241.0123315222,181021.00491410925
1414714,Retailers - other,5,2021-09-30,City of London Corporation,0.0,0.0,0.0,-0.093353,51.511566,532405.347725273,180904.8600274166
1414713,Other catering premises,5,2021-08-11,City of London Corporation,0.0,0.0,0.0,-0.077876,51.517024,533463.3050835162,181539.90211473574
295146,Takeaway/sandwich shop,4,2023-05-09,City of London Corporation,5.0,5.0,10.0,-0.082593,51.512119,533150.3437527387,180985.86628731556
1315093,Restaurant/Cafe/Canteen,5,2024-08-05,City of London Corporation,5.0,0.0,5.0,-0.077382,51.51609,533500.3082328179,181436.94120648305
1592847,Mobile caterer,5,2023-01-25,City of London Corporation,5.0,0.0,5.0,-0.085534,51.509011,532955.3240569845,180634.90653716552
294000,Restaurant/Cafe/Canteen,4,2023-04-25,City of London Corporation,5.0,5.0,10.0,-0.088188,51.51204,532762.3563527471,180966.92022737517
1759566,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.086,51.509908,532920.3778008912,180733.8082028759
987026,Takeaway/sandwich shop,0,2024-03-25,City of London Corporation,15.0,20.0,20.0,-0.108208,51.514082,531367.3593158091,181157.89092388708
1759560,Restaurant/Cafe/Canteen,4,2024-08-22,City of London Corporation,0.0,10.0,10.0,-0.0789136,51.5188405,533386.0118964154,181740.00741348072
1414727,Restaurant/Cafe/Canteen,4,2023-05-18,City of London Corporation,5.0,10.0,5.0,-0.0895406,51.5168711,532654.4727026218,181501.69212860003
1204848,Restaurant/Cafe/Canteen,5,2023-10-04,City of London Corporation,5.0,0.0,0.0,-0.0826864,51.5168699,533130.0149540392,181514.00278589426
1677321,Restaurant/Cafe/Canteen,5,2023-12-21,City of London Corporation,0.0,5.0,0.0,-0.0778156,51.5139799,533476.3913167581,181201.50424648332
1676740,Restaurant/Cafe/Canteen,5,2023-12-21,City of London Corporation,0.0,0.0,0.0,-0.0778156,51.5139799,533476.3913167581,181201.50424648332
294355,Pub/bar/nightclub,5,2021-07-06,City of London Corporation,5.0,5.0,0.0,-0.082274,51.511143,533175.3233315363,180877.91430591454
817482,Restaurant/Cafe/Canteen,4,2024-02-07,City of London Corporation,5.0,10.0,5.0,-0.076346,51.511936,533584.3342627393,180976.90155179286
293792,Takeaway/sandwich shop,5,2022-07-26,City of London Corporation,0.0,5.0,5.0,-0.094973,51.514524,532284.3737936118,181230.86369620147
1450219,Restaurant/Cafe/Canteen,5,2022-01-12,City of London Corporation,5.0,0.0,0.0,-0.111023,51.516411,531165.3555287151,181411.83267788234
1414721,Retailers - other,5,2021-07-16,City of London Corporation,5.0,0.0,5.0,-0.099909,51.519217,531928.3434024089,181743.82153347915
294971,Pub/bar/nightclub,5,2019-11-18,City of London Corporation,5.0,0.0,0.0,-0.078352,51.517014,533430.31004481,181537.921984028
988068,Restaurant/Cafe/Canteen,5,2024-06-03,City of London Corporation,5.0,5.0,5.0,-0.078216,51.518181,533436.3356198821,181667.94203880604
812938,Takeaway/sandwich shop,2,2022-11-21,City of London Corporation,5.0,15.0,5.0,-0.108759,51.514361,531328.3266383018,181187.92790549056
295241,Pub/bar/nightclub,5,2024-04-03,City of London Corporation,0.0,5.0,0.0,-0.098863,51.514445,532014.7023527843,181215.05814182427
293664,Pub/bar/nightclub,5,2022-04-19,City of London Corporation,5.0,5.0,0.0,-0.079643,51.517835,533338.3450016925,181626.86492598424
578601,Pub/bar/nightclub,2,2024-05-31,City of London Corporation,10.0,15.0,10.0,-0.080388,51.517254,533288.3545432548,181560.899537716
720402,Pub/bar/nightclub,1,2024-01-02,City of London Corporation,10.0,15.0,20.0,-0.094857,51.51454,532292.3758771118,181232.8524851568
699107,Pub/bar/nightclub,5,2019-07-01,City of London Corporation,0.0,5.0,0.0,-0.084109,51.510328,533050.3706467245,180783.94747508218
294364,Restaurant/Cafe/Canteen,5,2023-05-22,City of London Corporation,5.0,5.0,5.0,-0.0219474,51.4949255,537410.0137776542,179186.00605623733
1629734,Restaurant/Cafe/Canteen,4,2023-07-11,City of London Corporation,5.0,10.0,5.0,-0.089608,51.519437,532642.3437424251,181786.90117195557
294311,Takeaway/sandwich shop,5,2023-04-17,City of London Corporation,0.0,0.0,0.0,-0.093353,51.511566,532405.347725273,180904.8600274166
1703210,Takeaway/sandwich shop,3,2024-02-26,City of London Corporation,10.0,10.0,10.0,-0.082593,51.512119,533150.3437527387,180985.86628731556
1669331,Restaurant/Cafe/Canteen,5,2023-11-23,City of London Corporation,5.0,0.0,5.0,-0.1047256,51.5140718,531609.0113345957,181163.00720227067
295290,Takeaway/sandwich shop,5,2023-06-01,City of London Corporation,5.0,5.0,5.0,-0.099909,51.519217,531928.3434024089,181743.82153347915
441124,Hotel/bed & breakfast/guest house,5,2024-02-22,City of London Corporation,5.0,5.0,5.0,-0.077243,51.50776,533534.3008343696,180510.88835309976
1092875,Retailers - other,5,2018-11-22,City of London Corporation,0.0,5.0,5.0,-0.109365,51.513984,531287.3637298946,181144.91914314812
1523641,Restaurant/Cafe/Canteen,5,2024-01-26,City of London Corporation,5.0,5.0,0.0,0.4596374,51.5100677,570780.3492153307,181883.01109319075
1662534,Restaurant/Cafe/Canteen,5,2024-03-12,City of London Corporation,5.0,0.0,0.0,-0.080216,51.509023,533324.3101927305,180645.91484880337
735904,Restaurant/Cafe/Canteen,5,2024-03-07,City of London Corporation,5.0,5.0,5.0,-0.080935,51.516247,533253.342621552,181447.92346787662
295270,Pub/bar/nightclub,5,2022-06-22,City of London Corporation,0.0,0.0,0.0,-0.078743,51.512515,533416.3238955778,181036.91421439318
1224035,Pub/bar/nightclub,5,2020-02-05,City of London Corporation,5.0,5.0,5.0,-0.0837174,51.510511,533077.0102516145,180805.0093441311
295215,Restaurant/Cafe/Canteen,4,2024-01-03,City of London Corporation,5.0,10.0,5.0,-0.081234,51.517358,533229.3570426203,181570.92373542406
1662531,Retailers - other,5,2023-10-04,City of London Corporation,0.0,5.0,0.0,-0.107388,51.514392,531423.3622715328,181193.83380528598
1631543,Takeaway/sandwich shop,5,2023-06-22,City of London Corporation,5.0,5.0,5.0,-0.0839934,51.5152636,533044.0156653181,181333.00283908722
1369122,Restaurant/Cafe/Canteen,4,2024-04-23,City of London Corporation,0.0,10.0,0.0,-0.080446,51.518621,533280.3408560063,181712.8062246957
1684436,Restaurant/Cafe/Canteen,3,2023-12-13,City of London Corporation,5.0,10.0,10.0,-0.094029001891613,51.5129814147949,532354.3406857785,181061.03308728937
1682724,Takeaway/sandwich shop,3,2023-12-04,City of London Corporation,10.0,10.0,5.0,-0.080142,51.516935,533306.3527391236,181525.87444196566
548624,Pub/bar/nightclub,5,2023-09-12,City of London Corporation,0.0,0.0,0.0,-0.119307,51.50316,530628.4913830237,179923.51112146245
295261,Pub/bar/nightclub,5,2022-01-28,City of London Corporation,0.0,5.0,0.0,-0.109347,51.514415,531287.3739158668,181192.87878233514
294781,Pub/bar/nightclub,5,2020-01-16,City of London Corporation,5.0,5.0,5.0,-0.086886003613472,51.5128974914551,532850.2037080463,181064.6354942532
1101364,Restaurant/Cafe/Canteen,5,2024-06-17,City of London Corporation,5.0,5.0,5.0,-0.0904219970107079,51.5158271789551,532596.3525679277,181384.01038198872
294123,Pub/bar/nightclub,3,2023-07-19,City of London Corporation,10.0,5.0,10.0,-0.10399,51.512575,531664.3641695122,180997.8845176354
293920,Pub/bar/nightclub,2,2023-02-10,City of London Corporation,5.0,15.0,5.0,-0.109192,51.51399,531299.3499356712,181145.89640046319
1498026,Restaurant/Cafe/Canteen,5,2024-01-08,City of London Corporation,0.0,0.0,5.0,-0.0889004,51.5178617,532696.0110619431,181613.00826000894
1002195,Restaurant/Cafe/Canteen,5,2022-08-09,City of London Corporation,5.0,5.0,0.0,-0.109338998794556,51.5166893005371,531281.3923957264,181445.79634512955
1086067,Restaurant/Cafe/Canteen,5,2023-06-30,City of London Corporation,0.0,0.0,0.0,-0.0864269,51.517039,532870.0105182851,181526.00938999408
906454,Restaurant/Cafe/Canteen,5,2023-10-23,City of London Corporation,0.0,5.0,0.0,-0.100896,51.516976,531866.3395947332,181492.84242322348
799499,Restaurant/Cafe/Canteen,5,2023-09-15,City of London Corporation,5.0,0.0,5.0,-0.089238,51.515195,532680.3357379308,181315.85638787202
1230015,Restaurant/Cafe/Canteen,5,2023-10-23,City of London Corporation,5.0,0.0,0.0,-0.100896,51.516976,531866.3395947332,181492.84242322348
293621,Restaurant/Cafe/Canteen,5,2024-01-31,City of London Corporation,5.0,5.0,5.0,-0.080876,51.521075,533243.3481962641,181984.91140197188
294744,Restaurant/Cafe/Canteen,4,2023-09-21,City of London Corporation,5.0,10.0,5.0,-0.079384,51.520915,533347.3192803108,181969.83738132555
294199,Restaurant/Cafe/Canteen,5,2023-05-05,City of London Corporation,5.0,0.0,0.0,-0.092181,51.520306,532461.320275947,181878.87573060166
294200,Restaurant/Cafe/Canteen,5,2023-05-05,City of London Corporation,5.0,0.0,0.0,-0.092181,51.520306,532461.320275947,181878.87573060166
294198,Restaurant/Cafe/Canteen,5,2023-05-05,City of London Corporation,5.0,0.0,0.0,-0.092181,51.520306,532461.320275947,181878.87573060166
294020,Restaurant/Cafe/Canteen,5,2024-07-17,City of London Corporation,5.0,5.0,5.0,-0.082622,51.513154,533145.3146679099,181100.90687412646
1536847,Takeaway/sandwich shop,5,2022-08-09,City of London Corporation,0.0,5.0,5.0,-0.0871220007538795,51.5106468200684,532840.3737987529,180813.93015695998
295076,Pub/bar/nightclub,4,2023-12-07,City of London Corporation,10.0,5.0,5.0,-0.090859,51.515716,532566.3555851617,181370.85582532815
665241,Pub/bar/nightclub,5,2024-04-17,City of London Corporation,,,,-0.094028,51.51298,532354.4143015577,181060.87757202372
294729,Pub/bar/nightclub,5,2024-06-07,City of London Corporation,0.0,0.0,0.0,-0.078627,51.516632,533412.3467673794,181494.9416182569
1677322,Restaurant/Cafe/Canteen,5,2024-03-21,City of London Corporation,5.0,5.0,5.0,-0.079798,51.517586,533328.3184721352,181598.89332502813
1038406,Restaurant/Cafe/Canteen,5,2023-10-17,City of London Corporation,0.0,0.0,5.0,-0.093681,51.516131,532369.3594410757,181411.89825885464
1214020,Takeaway/sandwich shop,2,2023-08-16,City of London Corporation,5.0,15.0,5.0,-0.105018,51.514552,531587.3401872108,181215.8803016285
653533,Restaurant/Cafe/Canteen,5,2023-09-06,City of London Corporation,5.0,5.0,5.0,-0.080446,51.518622,533280.3379373661,181712.91742612486
349043,Restaurant/Cafe/Canteen,5,2022-09-01,City of London Corporation,5.0,5.0,5.0,-0.097774,51.517528,532081.3452125476,181559.8532354546
1206318,Restaurant/Cafe/Canteen,5,2023-08-30,City of London Corporation,5.0,5.0,5.0,-0.112415999174118,51.5170021057129,531067.0124086011,181475.07075062965
734506,Restaurant/Cafe/Canteen,5,2023-04-17,City of London Corporation,5.0,5.0,5.0,-0.085222,51.510588,532972.3838395332,180810.83728492766
1204840,Restaurant/Cafe/Canteen,5,2022-06-14,City of London Corporation,5.0,0.0,0.0,-0.077752,51.51552,533476.3033662216,181372.8814432579
1721352,Retailers - other,5,2024-07-29,City of London Corporation,0.0,0.0,5.0,-0.0858381,51.5132074,532922.011064756,181100.9993562082
1178154,Restaurant/Cafe/Canteen,3,2023-12-13,City of London Corporation,5.0,10.0,10.0,-0.084159,51.519789,533019.344280334,181835.9325919454
1618752,Restaurant/Cafe/Canteen,5,2023-04-19,City of London Corporation,0.0,0.0,0.0,-0.0959910005331039,51.5136337280273,532216.3187288807,181130.02628387907
295142,Takeaway/sandwich shop,5,2021-09-20,City of London Corporation,5.0,5.0,5.0,-0.10161,51.513319,531827.3563051248,181084.89765133907
1097489,Restaurant/Cafe/Canteen,5,2023-06-14,City of London Corporation,5.0,5.0,0.0,-0.0871220007538795,51.5106468200684,532840.3737987529,180813.93015695998
1656951,Restaurant/Cafe/Canteen,4,2024-01-25,City of London Corporation,10.0,5.0,5.0,-0.0780960023403168,51.512809753418,533460.3549866687,181070.87097117683
1431179,Restaurant/Cafe/Canteen,5,2023-06-07,City of London Corporation,5.0,0.0,0.0,-0.098116,51.514863,532065.3230189481,181262.88698585803
1178155,Takeaway/sandwich shop,5,2022-11-08,City of London Corporation,5.0,5.0,5.0,-0.0852409973740578,51.5194282531738,532945.3314136013,181793.85073243623
1656950,Restaurant/Cafe/Canteen,5,2024-02-14,City of London Corporation,,,,-0.0815987,51.5157159,533208.844168986,181387.65596967115
1113071,Restaurant/Cafe/Canteen,5,2022-04-05,City of London Corporation,5.0,5.0,5.0,-0.0773434,51.5160809,533503.0129043055,181435.9996993264
1608067,Pub/bar/nightclub,5,2022-12-15,City of London Corporation,0.0,5.0,5.0,-0.080008,51.509847,533336.3384773706,180737.9236319709
1743771,Takeaway/sandwich shop,AwaitingInspection,,City of London Corporation,,,,-0.077657,51.511949,533493.3306793261,180975.95481283037
294276,Restaurant/Cafe/Canteen,5,2024-03-13,City of London Corporation,,,,-0.101943,51.518495,531789.3163354544,181659.87123946688
1414729,Restaurant/Cafe/Canteen,5,2021-10-04,City of London Corporation,0.0,5.0,5.0,-0.094951,51.511961,532293.322628241,180945.89630610181
1636387,Restaurant/Cafe/Canteen,4,2023-06-19,City of London Corporation,10.0,0.0,5.0,-0.107580997049809,51.511474609375,531418.3639289397,180869.07277361926
1533589,Restaurant/Cafe/Canteen,5,2022-07-25,City of London Corporation,5.0,5.0,5.0,-0.098052,51.514471,532070.8968780043,181219.41186734132
1209122,Restaurant/Cafe/Canteen,5,2019-11-18,City of London Corporation,0.0,0.0,0.0,-0.079413,51.513029,533368.3348207477,181092.8503689415
1427982,Restaurant/Cafe/Canteen,5,2021-11-02,City of London Corporation,0.0,0.0,0.0,-0.079643,51.517835,533338.3450016925,181626.86492598424
1182378,Restaurant/Cafe/Canteen,5,2023-06-15,City of London Corporation,5.0,0.0,0.0,-0.10028,51.513414,531919.3638285901,181097.85685910995
1691963,Mobile caterer,AwaitingInspection,,City of London Corporation,,,,-0.0785693,51.5177737,533413.014666189,181622.00545522483
1658918,Restaurant/Cafe/Canteen,4,2023-09-18,City of London Corporation,5.0,10.0,0.0,-0.0991935,51.5197608,531976.4102732913,181805.5823014041
426844,Takeaway/sandwich shop,5,2022-10-10,City of London Corporation,5.0,5.0,5.0,-0.111296,51.513646,531154.3534247335,181103.87452189246
633318,Retailers - other,5,2023-09-05,City of London Corporation,5.0,5.0,5.0,-0.10369,51.51632,531674.3844821071,181414.8685725028
1416536,Restaurant/Cafe/Canteen,5,2024-03-06,City of London Corporation,5.0,5.0,0.0,-0.10165,51.514084,531822.3733309517,181169.89377385745
1545430,Takeaway/sandwich shop,5,2022-08-24,City of London Corporation,5.0,5.0,5.0,-0.1035463,51.5118771,531697.1627201387,180921.07546610525
1513236,Importers/Exporters,5,2022-04-01,City of London Corporation,0.0,0.0,0.0,-0.1114554,51.5154842,531138.0162224766,181307.99791644316
701401,Restaurant/Cafe/Canteen,4,2023-10-23,City of London Corporation,10.0,0.0,5.0,-0.100896,51.516976,531866.3395947332,181492.84242322348
1733430,Takeaway/sandwich shop,5,2024-05-23,City of London Corporation,0.0,5.0,5.0,-0.0767703,51.5156579,533544.0114559605,181390.00730498182
1608069,Restaurant/Cafe/Canteen,5,2023-12-14,City of London Corporation,0.0,0.0,0.0,-0.080935,51.516247,533253.342621552,181447.92346787662
1602603,Other catering premises,5,2023-03-01,City of London Corporation,5.0,0.0,0.0,-0.098747,51.5176719,532013.4241279935,181574.09998842038
1544841,Restaurant/Cafe/Canteen,5,2022-10-19,City of London Corporation,0.0,0.0,0.0,-0.0834123,51.5178849,533076.6950448416,181625.55173155788
1707390,Restaurant/Cafe/Canteen,5,2024-03-06,City of London Corporation,5.0,5.0,0.0,-0.1129149,51.5174861,531031.010421438,181527.99872353819
294705,Restaurant/Cafe/Canteen,5,2024-06-03,City of London Corporation,0.0,5.0,5.0,-0.078522,51.515029,533424.3143312803,181316.87729004148
1753156,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.087105,51.516572,532824.322729763,181472.84792116313
800534,Restaurant/Cafe/Canteen,5,2023-10-17,City of London Corporation,0.0,5.0,5.0,-0.088126,51.516958,532752.3640629931,181513.91968763544
293810,Pub/bar/nightclub,5,2020-01-15,City of London Corporation,0.0,5.0,5.0,-0.08713,51.513218,532832.3418903776,181099.83378120675
1113069,Restaurant/Cafe/Canteen,5,2024-08-22,City of London Corporation,,,,-0.0875900015234947,51.5135841369629,532799.3602660222,181139.71427914622
1759571,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.0990044,51.519249,531991.008239181,181749.01066820085
984703,Hotel/bed & breakfast/guest house,5,2024-03-07,City of London Corporation,5.0,5.0,0.0,-0.078848,51.510367,533415.3117716599,180797.86242493527
803151,Pub/bar/nightclub,5,2023-02-28,City of London Corporation,5.0,5.0,0.0,-0.088988,51.517718,532690.3510926405,181596.8698576491
1205492,Restaurant/Cafe/Canteen,5,2024-06-07,City of London Corporation,0.0,0.0,0.0,-0.078622,51.517782,533409.3342219102,181622.83233812876
1151375,Restaurant/Cafe/Canteen,5,2022-02-24,City of London Corporation,0.0,5.0,5.0,-0.10028,51.513414,531919.3638285901,181097.85685910995
753432,Restaurant/Cafe/Canteen,5,2023-11-21,City of London Corporation,0.0,5.0,0.0,-0.08359,51.518924,533061.3388987221,181740.77795949485
1416534,Retailers - other,5,2021-06-17,City of London Corporation,0.0,0.0,5.0,-0.1057738,51.5172901,531527.0158235824,181519.00060065696
1612135,Restaurant/Cafe/Canteen,4,2023-03-28,City of London Corporation,10.0,0.0,10.0,-0.08874472,51.51820674,532705.8091393153,181651.65934547287
1400031,Restaurant/Cafe/Canteen,5,2024-01-15,City of London Corporation,5.0,5.0,0.0,-0.0815987,51.5157159,533208.844168986,181387.65596967115
1410529,Takeaway/sandwich shop,4,2024-02-28,City of London Corporation,5.0,10.0,5.0,-0.088126,51.516958,532752.3640629931,181513.91968763544
1759564,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.0821018,51.5180923,533167.0093524777,181650.99918957875
1418168,Restaurant/Cafe/Canteen,5,2021-10-12,City of London Corporation,0.0,0.0,0.0,-0.085923,51.5118689,532920.0150866314,180952.00239428395
1205493,Restaurant/Cafe/Canteen,5,2024-03-07,City of London Corporation,5.0,5.0,5.0,-0.084998,51.513202,532980.3170302319,181101.92418090597
1107773,Takeaway/sandwich shop,5,2021-09-17,City of London Corporation,0.0,0.0,5.0,-0.108208,51.514082,531367.3593158091,181157.89092388708
1609415,Takeaway/sandwich shop,5,2023-05-30,City of London Corporation,5.0,5.0,5.0,-0.095991,51.513632,532216.323767478,181129.8341272861
1588522,Takeaway/sandwich shop,5,2023-01-12,City of London Corporation,5.0,5.0,5.0,-0.0833669975399971,51.5108451843262,533100.3505067772,180842.80831851758
1488111,Takeaway/sandwich shop,5,2024-01-16,City of London Corporation,0.0,0.0,0.0,-0.0904430001974106,51.5153312683105,532596.3349788061,181328.82660317578
1561655,Takeaway/sandwich shop,5,2022-11-21,City of London Corporation,,,,-0.108547,51.515976,531338.3922905348,181367.8966364896
1540168,Restaurant/Cafe/Canteen,5,2022-08-24,City of London Corporation,0.0,0.0,5.0,-0.0998016,51.5198131,531934.0722885225,181810.30190078844
1736148,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.102839,51.51565,531735.3595909597,181341.8943957875
1080529,Restaurant/Cafe/Canteen,5,2023-08-14,City of London Corporation,5.0,5.0,5.0,-0.108295,51.517536,531351.3901157234,181541.82120130444
1703213,Other catering premises,5,2024-02-23,City of London Corporation,0.0,5.0,0.0,-0.0780960023403168,51.512809753418,533460.3549866687,181070.87097117683
1134943,Restaurant/Cafe/Canteen,5,2019-07-12,City of London Corporation,0.0,0.0,0.0,-0.080935,51.516247,533253.342621552,181447.92346787662
1197869,Restaurant/Cafe/Canteen,5,2024-06-05,City of London Corporation,0.0,5.0,5.0,-0.088604,51.511066,532736.3216001594,180857.85633594275
430562,Restaurant/Cafe/Canteen,4,2024-07-29,City of London Corporation,5.0,10.0,5.0,-0.095606,51.516279,532235.3735406937,181424.87730473652
444443,Restaurant/Cafe/Canteen,5,2024-07-29,City of London Corporation,5.0,5.0,5.0,-0.095606,51.516279,532235.3735406937,181424.87730473652
293647,Restaurant/Cafe/Canteen,5,2023-11-30,City of London Corporation,0.0,0.0,0.0,-0.085031,51.512744,532979.3606637894,181050.93405454652
1427980,Restaurant/Cafe/Canteen,2,2024-07-09,City of London Corporation,15.0,10.0,10.0,-0.11108,51.516781,531160.3383688373,181452.87481483282
1455080,Restaurant/Cafe/Canteen,5,2022-02-17,City of London Corporation,5.0,5.0,0.0,-0.08249,51.515948,533146.3285236579,181411.84359807492
430544,Takeaway/sandwich shop,5,2023-09-22,City of London Corporation,0.0,0.0,5.0,-0.09681,51.519914,532141.3220978763,181826.91832913941
294229,Restaurant/Cafe/Canteen,5,2023-07-10,City of London Corporation,5.0,0.0,5.0,-0.107794,51.511548,531403.3730066125,180876.85174459935
1735317,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.105358,51.517111,531556.3794973874,181499.83120888798
294472,Restaurant/Cafe/Canteen,5,2024-10-07,City of London Corporation,5.0,5.0,5.0,-0.083804,51.512453,533065.3441112809,181020.80477012444
1618757,Takeaway/sandwich shop,5,2023-04-26,City of London Corporation,5.0,5.0,5.0,-0.1009536,51.5160521,531865.0105552416,181390.00078714505
1297525,Takeaway/sandwich shop,5,2022-08-31,City of London Corporation,5.0,5.0,5.0,-0.093627,51.512596,532383.3506444455,181018.9013702941
1753160,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.1118936,51.5108151,531121.014248308,180788.00736537995
1556402,Restaurant/Cafe/Canteen,5,2024-08-06,City of London Corporation,5.0,5.0,0.0,-0.0909061,51.514495,532566.6314129856,181234.9942204717
294804,Pub/bar/nightclub,5,2022-10-28,City of London Corporation,5.0,5.0,5.0,-0.090529,51.514308,532593.3385548398,181214.88245859818
1596150,Other catering premises,5,2023-02-02,City of London Corporation,5.0,5.0,5.0,-0.089031,51.512917,532701.3156293866,181062.91555985372
1669328,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.0830471,51.5145217,533111.8334236894,181252.22354612697
1407953,Restaurant/Cafe/Canteen,5,2024-05-02,City of London Corporation,0.0,0.0,0.0,-0.095023,51.514021,532282.3612919301,181174.8394566289
294437,Restaurant/Cafe/Canteen,5,2024-10-15,City of London Corporation,0.0,5.0,0.0,-0.10028,51.513414,531919.3638285901,181097.85685910995
1523645,Takeaway/sandwich shop,2,2023-12-08,City of London Corporation,10.0,15.0,10.0,0.4596374,51.5100677,570780.3492153307,181883.01109319075
1029031,Restaurant/Cafe/Canteen,5,2022-06-27,City of London Corporation,5.0,5.0,5.0,-0.077382,51.51609,533500.3082328179,181436.94120648305
1688529,Restaurant/Cafe/Canteen,5,2023-04-11,City of London Corporation,0.0,5.0,0.0,-0.101784,51.5178,531802.3529303117,181582.8728164817
1501146,Restaurant/Cafe/Canteen,5,2024-03-13,City of London Corporation,0.0,0.0,0.0,-0.089862,51.515079,532637.3782994683,181301.82647599728
1608068,Hospitals/Childcare/Caring Premises,5,2023-03-27,City of London Corporation,5.0,5.0,5.0,-0.098195,51.519522,532046.3715956592,181780.8282579907
848623,Restaurant/Cafe/Canteen,5,2022-07-04,City of London Corporation,5.0,0.0,0.0,-0.1033,51.514297,531707.2757650542,181190.61160107207
1228605,Restaurant/Cafe/Canteen,5,2021-11-02,City of London Corporation,0.0,0.0,0.0,-0.080446,51.518621,533280.3408560063,181712.8062246957
1738781,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.080201,51.519652,533294.3285193056,181827.90121894475
1427984,Takeaway/sandwich shop,5,2022-01-17,City of London Corporation,0.0,0.0,0.0,-0.0853619,51.5108166,532962.0109653447,180836.00389186654
560519,Takeaway/sandwich shop,5,2023-05-30,City of London Corporation,0.0,5.0,0.0,-0.102181,51.513805,531786.3353751365,181137.91355096846
1097491,Takeaway/sandwich shop,5,2024-01-04,City of London Corporation,0.0,0.0,0.0,-0.090263,51.511372,532620.3182035715,180888.87825460895
1453371,Takeaway/sandwich shop,5,2024-08-10,City of London Corporation,0.0,0.0,0.0,-0.0805187,51.5170053,533280.0125772955,181533.00567499816
1712263,Restaurant/Cafe/Canteen,5,2024-05-21,City of London Corporation,0.0,0.0,0.0,-0.0943647,51.5140298,532328.0111035564,181177.00749709102
